"scientificName","cadillac","Kingdom","Phylum","Class","Order","Family","Body.Length","Unit","Measurement.Type","Metric","Number.of.Individuals","Sex","Age","Lifestage","Level","Searched.By","Notes","Citation","Link","Time.Searched"
"Schistostega pennata","n","Plantae","Bryophyta","Bryopsida","Schistostegiales","Schistostegaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Scleropodium cespitans","n","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Scleropodium touretii","n","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Scorpidium scorpioides","n","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Scorpiurium circinatum","n","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Seligeria calycina","n","Plantae","Bryophyta","Bryopsida","Seligerales","Seligeriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Seligeria recurvata","n","Plantae","Bryophyta","Bryopsida","Seligerales","Seligeriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum capillifolium","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum compactum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum contortum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum cuspidatum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum denticulatum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum fimbriatum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum fuscum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum girgensohnii","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum inundatum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum magellanicum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum molle","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum palustre","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum papillosum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum quinquefarium","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum recurvum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum russowii","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum squarrosum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum subnitens","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum tenellum","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sphagnum teres","n","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Splachnum sphaericum","n","Plantae","Bryophyta","Bryopsida","Funariales","Splachnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Streblotrichum convolutum","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Syntrichia intermedia","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Syntrichia laevipila","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Syntrichia latifolia","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Syntrichia papillosa","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Syntrichia ruraliformis","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Syntrichia ruralis","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Taxiphyllum wissgrillii","n","Plantae","Bryophyta","Bryopsida","Hypnales","Hypnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tayloria froelichiana","n","Plantae","Bryophyta","Bryopsida","Funariales","Splachnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tetraphis pellucida","n","Plantae","Bryophyta","Bryopsida","Tetraphidales","Tetraphidaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tetraplodon mnioides","n","Plantae","Bryophyta","Bryopsida","Funariales","Splachnaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tetrodontium brownianum","n","Plantae","Bryophyta","Bryopsida","Tetraphidales","Tetraphidaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Thamnobryum alopecurum","n","Plantae","Bryophyta","Bryopsida","Leucodontales","Neckeraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Thuidium delicatulum","n","Plantae","Bryophyta","Bryopsida","Hypnales","Thuidiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Thuidium tamariscinum","n","Plantae","Bryophyta","Bryopsida","Hypnales","Thuidiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tortella flavovirens","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tortella nitida","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tortella tortuosa","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tortula atrovirens","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tortula marginata","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tortula muralis","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tortula subulata","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tortula truncata","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Tortula viridifolia","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Trichostomum brachydontium","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Trichostomum crispulum","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ulota bruchii","n","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ulota crispa","n","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ulota drummondii","n","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ulota hutchinsiae","n","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ulota phyllantha","n","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Warnstorfia fluitans","n","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Weissia brachycarpa","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Weissia controversa","n","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Zygodon conoideus","n","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Caulerpa brownii","n","Viridiplantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Caulerpa flexilis","y","Viridiplantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Caulerpa geminata","n","Viridiplantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Caulerpa longifolia","n","Viridiplantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Caulerpa obscura","y","Viridiplantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Caulerpa sedoides","y","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Caulerpa simpliciuscula","y","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Caulerpa trifaria","n","Viridiplantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Chaetomorpha sp.","n","Plantae","Chlorophyta","Ulvophyceae","Cladophorales","Cladophoraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Codium adhaerens","y","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Codiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Codium dimorphum","n","Viridiplantae","Chlorophyta","Ulvophyceae","Bryopsidales","Codiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Codium fragile","n","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Codiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Codium pomoides","n","Plantae","Chlorophyta","Bryopsidophyceae","Bryopsidales","Codiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Valonia utricularis","y","Plantae","Chlorophyta","Ulvophyceae","Siphonocladales","Valoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Aburria aburri","n","Animalia","Chordata","Aves","Galliformes","Cracidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthagenys rufogularis","n","Animalia","Chordata","Aves","Passeriformes","Meliphagidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza apicalis","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza chrysorrhoa","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza ewingii","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza inornata","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza iredalei","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza katherina","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza lineata","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza nana","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza pusilla","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza reguloides","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza robustirostris","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthiza uropygialis","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthorhynchus superciliosus","n","Animalia","Chordata","Aves","Passeriformes","Meliphagidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthorhynchus tenuirostris","n","Animalia","Chordata","Aves","Passeriformes","Meliphagidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthornis magna","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acanthurus xanthopterus","n","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Accipiter badius","n","Animalia","Chordata","Aves","Accipitriformes","Accipitridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Accipiter melanoleucus","n","Animalia","Chordata","Aves","Accipitriformes","Accipitridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Accipiter minullus","n","Animalia","Chordata","Aves","Accipitriformes","Accipitridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Accipiter novaehollandiae","n","Animalia","Chordata","Aves","Accipitriformes","Accipitridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Accipiter ovampensis","n","Animalia","Chordata","Aves","Accipitriformes","Accipitridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Accipiter rufiventris","n","Animalia","Chordata","Aves","Accipitriformes","Accipitridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Accipiter tachiro","n","Animalia","Chordata","Aves","Accipitriformes","Accipitridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Accipiter virgatus","n","Animalia","Chordata","Aves","Accipitriformes","Accipitridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Achoerodus viridis","n","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Acroteriobatus annulatus","n","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Actitis macularius","n","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Aegithina tiphia","n","Animalia","Chordata","Aves","Passeriformes","Aegithinidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Trigonoceps occipitalis","n","Animalia","Chordata","Aves","Accipitriformes","Accipitridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Torgos tracheliotus","n","Animalia","Chordata","Aves","Accipitriformes","Accipitridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Aepyceros melampus","n","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Aerodramus spodiopygius","n","Animalia","Chordata","Aves","Apodiformes","Apodidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sericornis arfakianus","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sericornis papuensis","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Sericornis spilodera","n","Animalia","Chordata","Aves","Passeriformes","Acanthizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Aethopyga siparaja","n","Animalia","Chordata","Aves","Passeriformes","Nectariniidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Agapornis roseicollis","n","Animalia","Chordata","Aves","Psittaciformes","Psittacidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Aglaiocercus kingii","n","Animalia","Chordata","Aves","Apodiformes","Trochilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ailuroedus crassirostris","n","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Peucaea cassinii","n","Animalia","Chordata","Aves","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Alces alces","y","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Alectura lathami","n","Animalia","Chordata","Aves","Galliformes","Megapodiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Alisterus scapularis","n","Animalia","Chordata","Aves","Psittaciformes","Psittacidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Allocyttus verrucosus","n","Animalia","Chordata","Actinopterygii","Zeiformes","Oreosomatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Alophoixus phaeocephalus","n","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Alopias superciliosus","n","Animalia","Chordata","Elasmobranchii","Lamniformes","Alopiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Alosa aestivalis","n","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Aluterus monoceros","n","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amadina erythrocephala","n","Animalia","Chordata","Aves","Passeriformes","Estrildidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amadina fasciata","n","Animalia","Chordata","Aves","Passeriformes","Estrildidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Porzana cinerea","n","Animalia","Chordata","Aves","Gruiformes","Rallidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amazilia yucatanensis","n","Animalia","Chordata","Aves","Apodiformes","Trochilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amazona viridigenalis","n","Animalia","Chordata","Aves","Psittaciformes","Psittacidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amblyornis newtoniana","n","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amblyospiza albifrons","n","Animalia","Chordata","Aves","Passeriformes","Ploceidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ammodramus henslowii","y","Animalia","Chordata","Aves","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Centronyx henslowii","y","Animalia","Chordata","Aves","Passeriformes","Passerellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ammodramus nelsoni","y","Animalia","Chordata","Aves","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Flexiseps tsaratananensis","n","Animalia","Chordata","Reptilia","Squamata","Scincidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Artemisiospiza belli","n","Animalia","Chordata","Aves","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amphispiza quinquestriata","n","Animalia","Chordata","Aves","Passeriformes","Emberizidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amytornis ballarae","n","Animalia","Chordata","Aves","Passeriformes","Maluridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amytornis barbatus","n","Animalia","Chordata","Aves","Passeriformes","Maluridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amytornis dorotheae","n","Animalia","Chordata","Aves","Passeriformes","Maluridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amytornis goyderi","n","Animalia","Chordata","Aves","Passeriformes","Maluridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amytornis housei","n","Animalia","Chordata","Aves","Passeriformes","Maluridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amytornis purnelli","n","Animalia","Chordata","Aves","Passeriformes","Maluridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amytornis striatus","n","Animalia","Chordata","Aves","Passeriformes","Maluridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amytornis textilis","n","Animalia","Chordata","Aves","Passeriformes","Maluridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Amytornis woodwardi","n","Animalia","Chordata","Aves","Passeriformes","Maluridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Anaplectes rubriceps","n","Animalia","Chordata","Aves","Passeriformes","Ploceidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Anas americana","n","Animalia","Chordata","Aves","Anseriformes","Anatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Anas clypeata","n","Animalia","Chordata","Aves","Anseriformes","Anatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Anas fulvigula","n","Animalia","Chordata","Aves","Anseriformes","Anatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Anas penelope","n","Animalia","Chordata","Aves","Anseriformes","Anatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Anas querquedula","n","Animalia","Chordata","Aves","Anseriformes","Anatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Anas strepera","n","Animalia","Chordata","Aves","Anseriformes","Anatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Ancistrops strigilatus","n","Animalia","Chordata","Aves","Passeriformes","Furnariidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Andropadus importunus","n","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Anomalospiza imberbis","n","Animalia","Chordata","Aves","Passeriformes","Viduidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Anorrhinus galeritus","n","Animalia","Chordata","Aves","Bucerotiformes","Bucerotidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"Chen caerulescens","n","Animalia","Chordata","Aves","Anseriformes","Anatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
