Species,Kingdom,Phylum,Class,Order,Family ,db,db_code,Body Length,Unit,Measurement Type,Metric,Number of Individuals,Sex,Age,Lifestage,Level,Searched By,Notes,Citation,Link,Time Searched
Lyncornis temminckii,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,gbif,GBIF:6101185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Macheiramphus alcinus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,gbif,GBIF:2480379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Macrodipteryx vexillarius,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,gbif,GBIF:7675358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Macronectes sp.,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Macronus bornensis,Animalia,Chordata,Aves,Passeriformes,Timaliidae,gbif,GBIF:6100833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Macronyx ameliae,Animalia,Chordata,Aves,Passeriformes,Motacillidae,gbif,GBIF:5230847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Macronyx capensis,Animalia,Chordata,Aves,Passeriformes,Motacillidae,gbif,GBIF:5230846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Macronyx croceus,Animalia,Chordata,Aves,Passeriformes,Motacillidae,gbif,GBIF:5230851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Macroprotodon brevis,Animalia,Chordata,Reptilia,Squamata,Colubridae,gbif,GBIF:2455958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Macropygia emiliana,Animalia,Chordata,Aves,Columbiformes,Columbidae,gbif,GBIF:2496149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Macropygia ruficeps,Animalia,Chordata,Aves,Columbiformes,Columbidae,gbif,GBIF:2496161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Macrotis lagotis,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,gbif,GBIF:5219460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Makaira nigricans,Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,gbif,GBIF:8098719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malaconotus blanchoti,Animalia,Chordata,Aves,Passeriformes,Malaconotidae,gbif,GBIF:2484814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malacopteron cinereum,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,gbif,GBIF:2493505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malacopteron magnirostre,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,gbif,GBIF:2493508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malacopteron magnum,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,gbif,GBIF:2493507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malacoptila semicincta,Animalia,Chordata,Aves,Piciformes,Bucconidae,gbif,GBIF:2475163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malcorus pectoralis,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,gbif,GBIF:2492728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malpolon monspessulanus,Animalia,Chordata,Reptilia,Squamata,Psammophiidae,gbif,GBIF:8796529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malurus amabilis,Animalia,Chordata,Aves,Passeriformes,Maluridae,gbif,GBIF:2487502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malurus coronatus,Animalia,Chordata,Aves,Passeriformes,Maluridae,gbif,GBIF:2487503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malurus cyaneus,Animalia,Chordata,Aves,Passeriformes,Maluridae,gbif,GBIF:2487516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malurus elegans,Animalia,Chordata,Aves,Passeriformes,Maluridae,gbif,GBIF:2487506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malurus lamberti,Animalia,Chordata,Aves,Passeriformes,Maluridae,gbif,GBIF:2487495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malurus leucopterus,Animalia,Chordata,Aves,Passeriformes,Maluridae,gbif,GBIF:2487507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malurus melanocephalus,Animalia,Chordata,Aves,Passeriformes,Maluridae,gbif,GBIF:2487524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malurus pulcherrimus,Animalia,Chordata,Aves,Passeriformes,Maluridae,gbif,GBIF:2487501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Malurus splendens,Animalia,Chordata,Aves,Passeriformes,Maluridae,gbif,GBIF:2487511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mandingoa nitidula,Animalia,Chordata,Aves,Passeriformes,Estrildidae,gbif,GBIF:2493572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Manorina flavigula,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:2487370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Manorina melanocephala,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:2487365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Manorina melanophrys,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:2487364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Manorina melanotis,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:4845522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Marmota flaviventris,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Martes zibellina,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,gbif,GBIF:5218826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mauremys leprosa,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,gbif,GBIF:2443341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Megaceryle torquata,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,gbif,GBIF:2475466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Psilopogon australis,Animalia,Chordata,Aves,Piciformes,Megalaimidae,gbif,GBIF:8110522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Megalaima chrysopogon,Animalia,Chordata,Aves,Piciformes,Megalaimidae,gbif,GBIF:7497537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Megalaima eximia,Animalia,Chordata,Aves,Piciformes,Megalaimidae,gbif,GBIF:7385758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Psilopogon henricii,Animalia,Chordata,Aves,Piciformes,Megalaimidae,gbif,GBIF:7687489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Megalaima monticola,Animalia,Chordata,Aves,Piciformes,Megalaimidae,gbif,GBIF:7880953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Megalaima mystacophanos,Animalia,Chordata,Aves,Piciformes,Megalaimidae,gbif,GBIF:7515275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Psilopogon pulcherrimus,Animalia,Chordata,Aves,Piciformes,Megalaimidae,gbif,GBIF:8114638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Megalurus gramineus,Animalia,Chordata,Aves,Passeriformes,Locustellidae,gbif,GBIF:5231388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Megalurus timoriensis,Animalia,Chordata,Aves,Passeriformes,Locustellidae,gbif,GBIF:9787200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Megapodius reinwardt,Animalia,Chordata,Aves,Galliformes,Megapodiidae,gbif,GBIF:2482118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Megascops kennicottii,Animalia,Chordata,Aves,Strigiformes,Strigidae,gbif,GBIF:2497341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Meiglyptes tukki,Animalia,Chordata,Aves,Piciformes,Picidae,gbif,GBIF:2478057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melaenornis pammelaina,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,gbif,GBIF:2492656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melamphaes suborbitalis,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,gbif,GBIF:2410373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melanodryas cucullata,Animalia,Chordata,Aves,Passeriformes,Petroicidae,gbif,GBIF:2489290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melanodryas vittata,Animalia,Chordata,Aves,Passeriformes,Petroicidae,gbif,GBIF:2489289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melanonus zugmayeri,Animalia,Chordata,Actinopterygii,Gadiformes,Melanonidae,gbif,GBIF:2415413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pitohui nigrescens,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,gbif,GBIF:7668489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melanostomias bartonbeani,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,gbif,GBIF:2347165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melierax canorus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,gbif,GBIF:2480730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Micronisus gabar,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,gbif,GBIF:5788495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melierax metabates,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,gbif,GBIF:2480733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Meliphaga albilineata,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:2486841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Meliphaga gracilis,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:2486832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Meliphaga lewinii,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:2486847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Meliphaga notata,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:2486837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melithreptus affinis,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:5230491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melithreptus albogularis,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:5230492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melithreptus brevirostris,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:5230485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melithreptus chloropsis,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:6101039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melithreptus gularis,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:5230478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melithreptus validirostris,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:5230477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melloria quoyi,Animalia,Chordata,Aves,Passeriformes,Artamidae,gbif,GBIF:9273800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melopsittacus undulatus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,gbif,GBIF:2479798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melozone aberti,Animalia,Chordata,Aves,Passeriformes,Emberizidae,gbif,GBIF:7341587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Kieneria crissalis,Animalia,Chordata,Aves,Passeriformes,Emberizidae,gbif,GBIF:7341600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melozone crissalis,Animalia,Chordata,Aves,Passeriformes,Emberizidae,gbif,GBIF:7341600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Melozone fusca,Animalia,Chordata,Aves,Passeriformes,Emberizidae,gbif,GBIF:7341622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Kieneria fusca,Animalia,Chordata,Aves,Passeriformes,Emberizidae,gbif,GBIF:7341622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Menticirrhus saxatilis,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,gbif,GBIF:2400079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Menura alberti,Animalia,Chordata,Aves,Passeriformes,Menuridae,gbif,GBIF:2488979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Menura novaehollandiae,Animalia,Chordata,Aves,Passeriformes,Menuridae,gbif,GBIF:2488980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Merluccius capensis,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,gbif,GBIF:2415665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Merluccius merluccius,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,gbif,GBIF:2415643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Merops apiaster,Animalia,Chordata,Aves,Coraciiformes,Meropidae,gbif,GBIF:2475443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Merops bullockoides,Animalia,Chordata,Aves,Coraciiformes,Meropidae,gbif,GBIF:2475445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Merops hirundineus,Animalia,Chordata,Aves,Coraciiformes,Meropidae,gbif,GBIF:2475434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Merops nubicus,Animalia,Chordata,Aves,Coraciiformes,Meropidae,gbif,GBIF:2475396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Merops ornatus,Animalia,Chordata,Aves,Coraciiformes,Meropidae,gbif,GBIF:2475422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Merops pusillus,Animalia,Chordata,Aves,Coraciiformes,Meropidae,gbif,GBIF:2475403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Micrastur ruficollis,Animalia,Chordata,Aves,Falconiformes,Falconidae,gbif,GBIF:2481082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Micrathene whitneyi,Animalia,Chordata,Aves,Strigiformes,Strigidae,gbif,GBIF:2497430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microcerculus marginatus,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,gbif,GBIF:2493836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microeca fascinans,Animalia,Chordata,Aves,Passeriformes,Petroicidae,gbif,GBIF:2489296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microeca flavigaster,Animalia,Chordata,Aves,Passeriformes,Petroicidae,gbif,GBIF:2489293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microeca griseoceps,Animalia,Chordata,Aves,Passeriformes,Petroicidae,gbif,GBIF:2489292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Micromys minutus,Animalia,Chordata,Mammalia,Rodentia,Muridae,gbif,GBIF:5219833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Celeus brachyurus,Animalia,Chordata,Aves,Piciformes,Picidae,gbif,GBIF:5844053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microstoma sp.,Animalia,Chordata,Actinopterygii,Osmeriformes,Microstomidae,Bioshifts_v2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microstomus kitt,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,gbif,GBIF:5214022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microtus californicus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microtus longicaudus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microtus mexicanus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microtus montanus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microtus oeconomus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Microtus pennsylvanicus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mionectes oleagineus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,gbif,GBIF:5229541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mirafra africana,Animalia,Chordata,Aves,Passeriformes,Alaudidae,gbif,GBIF:9389539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mirafra cheniana,Animalia,Chordata,Aves,Passeriformes,Alaudidae,gbif,GBIF:2490591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mirafra javanica,Animalia,Chordata,Aves,Passeriformes,Alaudidae,gbif,GBIF:2490585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mirafra passerina,Animalia,Chordata,Aves,Passeriformes,Alaudidae,gbif,GBIF:2490594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Momotus momota,Animalia,Chordata,Aves,Coraciiformes,Momotidae,gbif,GBIF:2475290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Monarcha melanopsis,Animalia,Chordata,Aves,Passeriformes,Monarchidae,gbif,GBIF:5230438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Monasa morphoeus,Animalia,Chordata,Aves,Piciformes,Bucconidae,gbif,GBIF:2475179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Monticola explorator,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,gbif,GBIF:5231004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Morone saxatilis,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,gbif,GBIF:2394612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Moschus chrysogaster,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae,gbif,GBIF:2440989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mugil cephalus,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,gbif,GBIF:8189568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mullus surmuletus,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,gbif,GBIF:2396862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Murina aurata,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,gbif,GBIF:2432324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Muscicapa adusta,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,gbif,GBIF:2492569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Muscicapa caerulescens,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,gbif,GBIF:2492562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Muscicapa dauurica,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,gbif,GBIF:4408780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Muscicapella hodgsoni,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,gbif,GBIF:2492480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mustela nivalis,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,gbif,GBIF:5218987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mustelus canis,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,gbif,GBIF:2418312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mustelus mustelus,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,gbif,GBIF:2418313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myiagra cyanoleuca,Animalia,Chordata,Aves,Passeriformes,Monarchidae,gbif,GBIF:2486637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myiagra inquieta,Animalia,Chordata,Aves,Passeriformes,Monarchidae,gbif,GBIF:2486651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myiagra rubecula,Animalia,Chordata,Aves,Passeriformes,Monarchidae,gbif,GBIF:2486638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myiagra ruficollis,Animalia,Chordata,Aves,Passeriformes,Monarchidae,gbif,GBIF:2486646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myiarchus tuberculifer,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,gbif,GBIF:2483531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myioborus miniatus,Animalia,Chordata,Aves,Passeriformes,Parulidae,gbif,GBIF:2489837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myioborus pictus,Animalia,Chordata,Aves,Passeriformes,Parulidae,gbif,GBIF:2489850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myioparus plumbeus,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,gbif,GBIF:2492457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myiothlypis chrysogaster,Animalia,Chordata,Aves,Passeriformes,Parulidae,gbif,GBIF:7341642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myliobatis aquila,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,gbif,GBIF:2419310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myliobatis freminvillei,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,gbif,GBIF:2419292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myliobatis tenuicaudatus,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,gbif,GBIF:2419304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myodes gapperi,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:5706760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myophonus borneensis,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,gbif,GBIF:5789048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myotis formosus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,gbif,GBIF:2432443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myotis frater,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,gbif,GBIF:2432428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myotis ricketti,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,gbif,GBIF:5787545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myoxocephalus polyacanthocephalus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,gbif,GBIF:2333818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myoxocephalus sp.,Animalia,Chordata,Actinopterygii,Perciformes,Cottidae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myrmecocichla arnoti,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,gbif,GBIF:5845323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myrmecocichla formicivora,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,gbif,GBIF:2492697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myrmoborus myotherinus,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,gbif,GBIF:2490125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myrmothera campanisona,Animalia,Chordata,Aves,Passeriformes,Grallariidae,gbif,GBIF:2490554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myrmotherula axillaris,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,gbif,GBIF:2490191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myrmotherula longipennis,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,gbif,GBIF:2490190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myrmotherula menetriesii,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,gbif,GBIF:2490178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myxine glutinosa,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,gbif,GBIF:2498670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Myzomela erythrocephala,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,gbif,GBIF:2487294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
